,inflow_cfs,outflow_cfs,storage_af
1996-01-01,3470.0,2510.0,319648.0
1996-01-02,2695.0,2417.0,320184.0
1996-01-03,2932.0,2442.0,321136.0
1996-01-04,2563.0,2287.0,321671.0
1996-01-05,2380.0,2048.0,322326.0
1996-01-06,1675.0,2179.0,321314.0
1996-01-07,1930.0,2134.0,320898.0
1996-01-08,2052.0,2076.0,320838.0
1996-01-09,2282.0,2128.0,321136.0
1996-01-10,2422.0,1968.0,322028.0
1996-01-11,2033.0,2061.0,321969.0
1996-01-12,1763.0,1993.0,321493.0
1996-01-13,1882.0,2182.0,320898.0
1996-01-14,1600.0,2140.0,319827.0
1996-01-15,2100.0,2100.0,319827.0
1996-01-16,4589.0,2101.0,324733.0
1996-01-17,9934.0,1990.0,340491.0
1996-01-18,5984.0,1934.0,348498.0
1996-01-19,7264.0,1912.0,359113.0
1996-01-20,5471.0,1983.0,366018.0
1996-01-21,5543.0,1937.0,373138.0
1996-01-22,4535.0,2238.0,377693.0
1996-01-23,3866.0,2098.0,381146.0
1996-01-24,9012.0,2217.0,394625.0
1996-01-25,20996.0,1655.0,432989.0
1996-01-26,8054.0,1990.0,445002.0
1996-01-27,9946.0,1957.0,460847.0
1996-01-28,13328.0,1773.0,483766.0
1996-01-29,8836.0,2023.0,497249.0
1996-01-30,5975.0,3971.0,501214.0
1996-01-31,5354.0,3953.0,503991.0
1996-02-01,5057.0,3524.0,507033.0
1996-02-02,4601.0,3099.0,509994.0
1996-02-03,4424.0,3072.0,512644.0
1996-02-04,19573.0,2436.0,546617.0
1996-02-05,46282.0,19775.0,599195.0
1996-02-06,23745.0,27944.0,590855.0
1996-02-07,14558.0,29494.0,561191.0
1996-02-08,11130.0,22744.0,538127.0
1996-02-09,9069.0,18691.0,519026.0
1996-02-10,8036.0,16723.0,501769.0
1996-02-11,7255.0,14430.0,487501.0
1996-02-12,6957.0,12646.0,476182.0
1996-02-13,6808.0,12548.0,464776.0
1996-02-14,6281.0,12303.0,452807.0
1996-02-15,5993.0,11404.0,442045.0
1996-02-16,6302.0,11148.0,432410.0
1996-02-17,7626.0,13272.0,421186.0
1996-02-18,9354.0,13910.0,412135.0
1996-02-19,11917.0,13039.0,409895.0
1996-02-20,24744.0,23368.0,412625.0
1996-02-21,23387.0,22608.0,414171.0
1996-02-22,19027.0,7716.0,406884.0
1996-02-23,14421.0,19866.0,396061.0
1996-02-24,12285.0,17697.0,385287.0
1996-02-25,10978.0,15561.0,376175.0
1996-02-26,9522.0,12467.0,370326.0
1996-02-27,8746.0,10144.0,367517.0
1996-02-28,7119.0,8993.0,363756.0
1996-02-29,7101.0,8032.0,361883.0
1996-03-01,6887.0,7365.0,360914.0
1996-03-02,6525.0,6671.0,360591.0
1996-03-03,6718.0,6234.0,361496.0
1996-03-04,10691.0,5561.0,371632.0
1996-03-05,18565.0,5421.0,397703.0
1996-03-06,13235.0,3821.0,416366.0
1996-03-07,10702.0,5140.0,427346.0
1996-03-08,9674.0,4453.0,437652.0
1996-03-09,9063.0,4433.0,446779.0
1996-03-10,8902.0,4256.0,455949.0
1996-03-11,10251.0,4488.0,467370.0
1996-03-12,13415.0,4633.0,484778.0
1996-03-13,12028.0,4342.0,500024.0
1996-03-14,10612.0,4348.0,512401.0
1996-03-15,9942.0,4312.0,523503.0
1996-03-16,9282.5,4340.0,532800.0
1996-03-17,8623.0,4368.0,541200.0
1996-03-18,8658.0,4499.0,549383.0
1996-03-19,8647.0,4871.0,556793.0
1996-03-20,8630.0,4658.0,564603.0
1996-03-21,8339.0,4522.0,571958.0
1996-03-22,8394.0,4580.0,579455.0
1996-03-23,8530.0,4977.0,586485.0
1996-03-24,8260.0,4734.0,593392.0
1996-03-25,7374.0,4360.0,599283.0
1996-03-26,7036.0,4676.0,603872.0
1996-03-27,6600.0,5031.0,606889.0
1996-03-28,7767.0,5121.0,612138.0
1996-03-29,7930.0,5050.0,617774.0
1996-03-30,7371.0,4978.0,622437.0
1996-03-31,7201.0,4928.0,626862.0
1996-04-01,9892.0,5037.0,636384.0
1996-04-02,13452.0,4771.0,653529.0
1996-04-03,9772.0,4778.0,663353.0
1996-04-04,8818.0,4398.0,672034.0
1996-04-05,8056.0,4587.0,678789.0
1996-04-06,7535.0,4623.0,684452.0
1996-04-07,7374.0,4404.0,690230.0
1996-04-08,7871.0,4559.0,696694.0
1996-04-09,8323.0,4560.0,704063.0
1996-04-10,8281.0,4517.0,711467.0
1996-04-11,7997.0,4544.0,718225.0
1996-04-12,7377.0,4445.0,723947.0
1996-04-13,6952.0,5269.0,727156.0
1996-04-14,6866.0,4938.0,730864.0
1996-04-15,6763.0,5580.0,733108.0
1996-04-16,8145.0,8205.0,732913.0
1996-04-17,9305.0,8190.0,735060.0
1996-04-18,9438.0,8159.0,737512.0
1996-04-19,8796.0,7968.0,739083.0
1996-04-20,7805.0,7495.0,739672.0
1996-04-21,7326.0,7000.0,740262.0
1996-04-22,7145.0,6498.0,741440.0
1996-04-23,6796.0,5909.0,743110.0
1996-04-24,6926.0,5439.0,745962.0
1996-04-25,7362.0,4894.0,750804.0
1996-04-26,7844.0,4269.0,757739.0
1996-04-27,8256.0,4570.0,764899.0
1996-04-28,7866.0,4574.0,771205.0
1996-04-29,7173.0,4728.0,775915.0
1996-04-30,7773.0,4760.0,781659.0
1996-05-01,7308.0,4796.0,786403.0
1996-05-02,7971.0,4689.0,792691.0
1996-05-03,8044.0,4702.0,799105.0
1996-05-04,7547.0,5596.0,802779.0
1996-05-05,7358.0,5667.0,805946.0
1996-05-06,7128.0,5431.0,809130.0
1996-05-07,7044.0,4677.0,813648.0
1996-05-08,6922.0,4509.0,818285.0
1996-05-09,6573.0,4605.0,822004.0
1996-05-10,6531.0,4051.0,826760.0
1996-05-11,6740.0,4035.0,831956.0
1996-05-12,7477.0,4271.0,838097.0
1996-05-13,8164.0,4378.0,845413.0
1996-05-14,8760.0,4314.0,854026.0
1996-05-15,11657.0,4278.0,868599.0
1996-05-16,49212.0,19254.0,927899.0
1996-05-17,36904.0,45515.0,910820.0
1996-05-18,38845.0,36320.0,915814.0
1996-05-19,24200.0,26149.0,911905.0
1996-05-20,14870.0,19194.0,903151.0
1996-05-21,12011.0,14916.0,897226.0
1996-05-22,13265.0,12341.0,899053.0
1996-05-23,11791.0,10107.0,902287.0
1996-05-24,10808.0,7415.0,908768.0
1996-05-25,9503.0,7445.0,912557.0
1996-05-26,9116.0,6862.0,916791.0
1996-05-27,8401.0,6124.0,921135.0
1996-05-28,8257.0,6257.0,924952.0
1996-05-29,7627.0,5952.0,928117.0
1996-05-30,7375.0,5373.0,931938.0
1996-05-31,7069.5,4940.96,936106.5
1996-06-01,6764.0,4685.0,940275.0
1996-06-02,6956.0,4627.0,944670.0
1996-06-03,6730.0,4885.0,948091.0
1996-06-04,7008.0,5786.0,950297.0
1996-06-05,6814.0,5591.0,952504.0
1996-06-06,6902.0,5344.0,955376.0
1996-06-07,6461.0,5527.0,957040.0
1996-06-08,6427.0,5530.0,958593.0
1996-06-09,5787.0,5569.0,958815.0
1996-06-10,5749.0,5390.0,959259.0
1996-06-11,5265.0,5379.0,958815.0
1996-06-12,5057.0,5122.0,958482.0
1996-06-13,4920.0,5701.0,956708.0
1996-06-14,4958.0,5143.0,956153.0
1996-06-15,4405.0,4798.0,955155.0
1996-06-16,4891.0,4767.0,955155.0
1996-06-17,3502.0,4576.0,952835.0
1996-06-18,3347.0,4428.0,950518.0
1996-06-19,3450.0,4509.0,948201.0
1996-06-20,3193.0,4693.0,945001.0
1996-06-21,2438.0,4664.0,940385.0
1996-06-22,2547.0,4880.0,935556.0
1996-06-23,2938.0,4763.0,931720.0
1996-06-24,2878.0,4725.0,927790.0
1996-06-25,3112.0,4765.0,924297.0
1996-06-26,2952.0,4645.0,920809.0
1996-06-27,2331.0,4576.0,916248.0
1996-06-28,2637.0,4627.0,912122.0
1996-06-29,2529.0,4718.0,907580.0
1996-06-30,2140.0,4370.0,902935.0
1996-07-01,2735.0,3764.0,900667.0
1996-07-02,2534.0,3815.0,897871.0
1996-07-03,2071.0,3066.0,895615.0
1996-07-04,2302.0,3047.0,893896.0
1996-07-05,2279.0,2985.0,892284.0
1996-07-06,2729.0,2886.0,891748.0
1996-07-07,2390.0,2584.0,891103.0
1996-07-08,2316.0,2560.0,890351.0
1996-07-09,2275.0,2537.0,889599.0
1996-07-10,2252.0,2973.0,887888.0
1996-07-11,2592.0,2888.0,887033.0
1996-07-12,2329.0,2841.0,885750.0
1996-07-13,1944.0,3383.0,882651.0
1996-07-14,2357.0,3150.0,880834.0
1996-07-15,1642.0,3310.0,877315.0
1996-07-16,1568.0,3230.0,873808.0
1996-07-17,1733.0,3171.0,870725.0
1996-07-18,1922.0,3106.0,868174.0
1996-07-19,2025.0,3253.0,865531.0
1996-07-20,1728.0,3222.0,862358.0
1996-07-21,1748.0,3342.0,858975.0
1996-07-22,1830.0,3405.0,855603.0
1996-07-23,2289.0,2949.0,854026.0
1996-07-24,2195.0,2974.0,852238.0
1996-07-25,1974.0,2859.0,850240.0
1996-07-26,2138.0,2536.0,849189.0
1996-07-27,1692.0,2786.0,846772.0
1996-07-28,1327.0,2723.0,843741.0
1996-07-29,2405.0,2673.0,843009.0
1996-07-30,2377.0,3144.0,841232.0
1996-07-31,1763.0,3019.0,838515.0
1996-08-01,1916.0,3111.0,835802.0
1996-08-02,1767.0,3236.0,832684.0
1996-08-03,1977.0,3526.0,829358.0
1996-08-04,1722.0,3250.0,826137.0
1996-08-05,1634.0,3199.0,822831.0
1996-08-06,1479.0,2946.0,819731.0
1996-08-07,1700.0,2812.0,817355.0
1996-08-08,1895.0,2643.0,815702.0
1996-08-09,1746.0,2797.0,813443.0
1996-08-10,2169.0,2988.0,811594.0
1996-08-11,2932.0,2551.0,812108.0
1996-08-12,2835.0,3441.0,810670.0
1996-08-13,1972.0,3717.0,806973.0
1996-08-14,1888.0,3548.0,803392.0
1996-08-15,1793.0,3565.0,799615.0
1996-08-16,1351.0,2880.0,796349.0
1996-08-17,1749.0,2760.0,794111.0
1996-08-18,1444.0,2730.0,791372.0
1996-08-19,1042.0,2523.0,788228.0
1996-08-20,1504.0,2801.0,785490.0
1996-08-21,1320.0,2565.0,782868.0
1996-08-22,1785.0,2599.0,781054.0
1996-08-23,1655.0,2632.0,778938.0
1996-08-24,1713.0,2690.0,776822.0
1996-08-25,1483.0,2711.0,774208.0
1996-08-26,1467.0,2690.0,771605.0
1996-08-27,1415.0,2644.0,769002.0
1996-08-28,1800.0,2727.0,767000.0
1996-08-29,2009.0,2888.0,765098.0
1996-08-30,2015.0,2571.0,763805.0
1996-08-31,2248.0,2650.0,762811.0
1996-09-01,1648.0,2515.0,760921.0
1996-09-02,1928.0,2694.0,759230.0
1996-09-03,1418.0,2649.0,756645.0
1996-09-04,1567.0,2626.0,754362.0
1996-09-05,1722.0,2351.0,752979.0
1996-09-06,1704.0,2808.0,750607.0
1996-09-07,1244.0,2747.0,747444.0
1996-09-08,1970.0,2347.0,746456.0
1996-09-09,1596.0,2185.0,745074.0
1996-09-10,2371.0,1968.0,745665.0
1996-09-11,1808.0,2216.0,744681.0
1996-09-12,1623.0,2248.0,743306.0
1996-09-13,1520.0,2250.0,741735.0
1996-09-14,1878.0,2248.0,740949.0
1996-09-15,1810.0,2247.0,739967.0
1996-09-16,2128.0,2274.0,739575.0
1996-09-17,2154.0,2327.0,739083.0
1996-09-18,2038.0,2171.0,738690.0
1996-09-19,2362.0,2082.0,739083.0
1996-09-20,2275.0,2193.0,739083.0
1996-09-21,1881.0,2289.0,738101.0
1996-09-22,1757.0,2362.0,736727.0
1996-09-23,1908.0,2292.0,735843.0
1996-09-24,1577.0,1932.0,735060.0
1996-09-25,1772.0,1223.0,736039.0
1996-09-26,1403.0,2438.0,733889.0
1996-09-27,1515.0,2687.0,731449.0
1996-09-28,2104.0,2738.0,730083.0
1996-09-29,1755.0,2730.0,728034.0
1996-09-30,1900.0,2721.0,726277.0
1996-10-01,1521.0,2648.0,723947.0
1996-10-02,1488.0,2613.0,721619.0
1996-10-03,820.0,2632.0,717934.0
1996-10-04,1110.0,2677.0,714742.0
1996-10-05,1240.0,2788.0,711563.0
1996-10-06,986.0,2668.0,708094.0
1996-10-07,1303.0,2547.0,705499.0
1996-10-08,1006.0,2480.0,702436.0
1996-10-09,1823.0,2413.0,701096.0
1996-10-10,1163.0,2715.0,697842.0
1996-10-11,937.0,2810.0,694032.0
1996-10-12,1222.0,2894.0,690611.0
1996-10-13,952.0,2779.0,686906.0
1996-10-14,935.0,2776.0,683131.0
1996-10-15,1123.0,2694.0,679922.0
1996-10-16,1375.0,2894.0,676814.0
1996-10-17,1234.0,2794.0,673627.0
1996-10-18,1414.0,2596.0,671190.0
1996-10-19,1251.0,2894.0,667914.0
1996-10-20,1667.0,2750.0,665680.0
1996-10-21,1692.0,2669.0,663632.0
1996-10-22,1056.0,2980.0,659723.0
1996-10-23,1842.0,2857.0,657594.0
1996-10-24,1730.0,3081.0,654822.0
1996-10-25,1776.0,3267.0,651773.0
1996-10-26,1558.0,2416.0,650018.0
1996-10-27,1270.0,3311.0,645890.0
1996-10-28,1309.0,2836.0,642772.0
1996-10-29,1788.0,2916.0,640481.0
1996-10-30,1606.0,2839.0,638023.0
1996-10-31,1606.0,2907.0,635381.0
1996-11-01,1440.0,3031.0,632197.0
1996-11-02,1071.0,3147.0,628037.0
1996-11-03,1167.0,2883.0,624604.0
1996-11-04,1224.0,2923.0,621181.0
1996-11-05,1383.0,2965.0,618043.0
1996-11-06,1100.0,3056.0,614098.0
1996-11-07,1335.0,2772.0,611159.0
1996-11-08,1136.5,2798.94,607422.0
1996-11-09,938.0,2847.0,603518.0
1996-11-10,1277.0,2894.0,600254.0
1996-11-11,1361.0,2895.0,597166.0
1996-11-12,1152.0,3078.0,593305.0
1996-11-13,1082.0,3139.0,589192.0
1996-11-14,1383.0,2858.0,586224.0
1996-11-15,1543.0,2844.0,583621.0
1996-11-16,1561.0,2844.0,581017.0
1996-11-17,2629.0,2752.0,580670.0
1996-11-18,8713.0,2785.0,592430.0
1996-11-19,5747.0,4053.0,595755.0
1996-11-20,4282.0,4149.0,596018.0
1996-11-21,3055.0,4599.0,595000.0
1996-11-22,4392.0,4901.0,591905.0
1996-11-23,6044.0,4700.0,594530.0
1996-11-24,3919.0,4566.0,593217.0
1996-11-25,2953.0,4629.0,589892.0
1996-11-26,2539.0,4736.0,585530.0
1996-11-27,2274.0,4812.0,580496.0
1996-11-28,2438.0,5218.0,574971.0
1996-11-29,2467.0,5145.0,569637.0
1996-11-30,1597.0,3992.0,564859.0
1996-12-01,2511.0,3062.0,563749.0
1996-12-02,3451.0,3104.0,564432.0
1996-12-03,2848.0,3313.0,563493.0
1996-12-04,2386.0,5756.0,556793.0
1996-12-05,20758.0,18333.0,561531.0
1996-12-06,12441.0,26946.0,532760.0
1996-12-07,8412.0,18139.0,513452.0
1996-12-08,6085.0,15044.0,495665.0
1996-12-09,6735.0,14654.0,479957.0
1996-12-10,14139.0,11551.0,485089.0
1996-12-11,16438.0,10905.0,496060.0
1996-12-12,46560.0,18823.0,550975.0
1996-12-13,27517.0,28576.0,548796.0
1996-12-14,16673.0,23328.0,535559.0
1996-12-15,11372.0,20799.0,516764.0
1996-12-16,9494.0,16662.0,502482.0
1996-12-17,8353.0,14712.0,489853.0
1996-12-18,7494.0,12403.0,480111.0
1996-12-19,7178.0,10752.0,473022.0
1996-12-20,6454.0,8958.0,468057.0
1996-12-21,14620.0,7876.0,481433.0
1996-12-22,16341.0,10076.0,493858.0
1996-12-23,11472.0,11456.0,493858.0
1996-12-24,8268.0,9950.0,490481.0
1996-12-25,6926.0,8580.0,487190.0
1996-12-26,8925.0,12559.0,479957.0
1996-12-27,28515.0,26084.0,484778.0
1996-12-28,25126.0,33094.0,468973.0
1996-12-29,19637.0,33707.0,440946.0
1996-12-30,41254.0,34070.0,455126.0
1996-12-31,55326.0,34233.0,496932.0
1997-01-01,126495.0,41119.0,666238.0
1997-01-02,209860.0,109971.0,864367.0
1997-01-03,90914.0,104527.0,837365.0
1997-01-04,48103.0,72241.0,789446.0
1997-01-05,32278.0,72072.0,710503.0
1997-01-06,22108.0,59093.0,637113.0
1997-01-07,17124.0,37685.0,596283.0
1997-01-08,14569.0,34513.0,556709.0
1997-01-09,7769.0,29895.0,512805.0
1997-01-10,11331.0,33422.0,468973.0
1997-01-11,10618.0,26446.0,437578.0
1997-01-12,10078.0,20660.0,416579.0
1997-01-13,9510.0,19436.0,396882.0
1997-01-14,8659.0,17931.0,378486.0
1997-01-15,7824.0,15015.0,364209.0
1997-01-16,7927.0,12062.0,355982.0
1997-01-17,7292.0,9368.0,351846.0
1997-01-18,6464.0,7611.0,349572.0
1997-01-19,6718.0,6903.0,349193.0
1997-01-20,7725.0,5616.0,353363.0
1997-01-21,9354.0,7675.0,356685.0
1997-01-22,31161.0,21302.0,376241.0
1997-01-23,41434.0,31821.0,395309.0
1997-01-24,20006.0,32432.0,370653.0
1997-01-25,31045.0,32029.0,368693.0
1997-01-26,62309.0,32011.0,428788.0
1997-01-27,37575.0,32516.0,438823.0
1997-01-28,24454.0,32727.0,422404.0
1997-01-29,19794.0,31026.0,400101.0
1997-01-30,16480.0,24754.0,383684.0
1997-01-31,14797.0,18579.0,376175.0
1997-02-01,13395.0,15189.0,372612.0
1997-02-02,12854.0,13184.0,371959.0
1997-02-03,11070.0,12712.0,368693.0
1997-02-04,11006.0,12971.0,364790.0
1997-02-05,10067.0,13056.0,358858.0
1997-02-06,9418.0,12908.0,351910.0
1997-02-07,8838.0,12006.0,345609.0
1997-02-08,8885.0,9956.0,343485.0
1997-02-09,8447.0,8061.0,344234.0
1997-02-10,8220.0,7235.0,346171.0
1997-02-11,7688.0,6028.0,349446.0
1997-02-12,7801.0,5171.0,354640.0
1997-02-13,7072.0,5053.0,358602.0
1997-02-14,6737.0,5063.0,361883.0
1997-02-15,7056.0,4728.0,366472.0
1997-02-16,6967.0,4484.0,371371.0
1997-02-17,7373.0,3970.0,378090.0
1997-02-18,7351.0,3978.0,384752.0
1997-02-19,7274.0,4058.0,391090.0
1997-02-20,6530.0,3989.0,396130.0
1997-02-21,6467.0,3990.0,401001.0
1997-02-22,6016.0,4083.0,404806.0
1997-02-23,6368.0,4094.0,409265.0
1997-02-24,6248.0,4227.0,413185.0
1997-02-25,6096.0,4818.0,415658.0
1997-02-26,5212.0,6776.0,412485.0
1997-02-27,4632.0,7046.0,407655.0
1997-02-28,5462.0,7337.0,403906.0
1997-03-01,5572.0,7386.0,400239.0
1997-03-02,5261.0,6122.0,398523.0
1997-03-03,5916.0,5428.0,399481.0
1997-03-04,5379.0,4736.0,400724.0
1997-03-05,4680.0,4640.0,400793.0
1997-03-06,5145.0,4466.0,402108.0
1997-03-07,5261.0,4582.0,403422.0
1997-03-08,5307.0,4388.0,405221.0
1997-03-09,5292.0,4295.0,407165.0
1997-03-10,5268.0,4296.0,409055.0
1997-03-11,5509.0,4264.0,411365.0
1997-03-12,5481.0,4363.0,413535.0
1997-03-13,5155.0,4256.0,415233.0
1997-03-14,4749.0,4304.0,416012.0
1997-03-15,5067.0,4505.0,417074.0
1997-03-16,5237.0,4212.0,419057.0
1997-03-17,5720.0,3996.0,422476.0
1997-03-18,5302.0,4045.0,424839.0
1997-03-19,5375.0,3759.0,427992.0
1997-03-20,5560.0,3836.0,431323.0
1997-03-21,5396.0,3928.0,434148.0
1997-03-22,5267.0,3826.0,436920.0
1997-03-23,5636.0,3635.0,440800.0
1997-03-24,5532.0,3605.0,444484.0
1997-03-25,5966.0,3689.0,448852.0
1997-03-26,5405.0,3823.0,451910.0
1997-03-27,6062.0,3842.0,456249.0
1997-03-28,5843.0,3596.0,460545.0
1997-03-29,5382.0,3416.0,464323.0
1997-03-30,4936.0,3690.0,466683.0
1997-03-31,5045.0,3439.0,469736.0
1997-04-01,4784.0,3429.0,472254.0
1997-04-02,4278.0,3399.0,473716.0
1997-04-03,4079.0,3315.0,474949.0
1997-04-04,3534.0,3378.0,475103.0
1997-04-05,3657.0,3258.0,475873.0
1997-04-06,3318.0,3126.0,476104.0
1997-04-07,3625.0,2952.0,477414.0
1997-04-08,3284.0,2746.0,478416.0
1997-04-09,3550.0,2656.0,480111.0
1997-04-10,3614.0,2620.0,481978.0
1997-04-11,3405.0,2566.0,483533.0
1997-04-12,2801.0,2553.0,483922.0
1997-04-13,2878.0,2514.0,484623.0
1997-04-14,3027.0,2661.0,485245.0
1997-04-15,3572.0,2657.0,486957.0
1997-04-16,3169.0,2575.0,488047.0
1997-04-17,4118.0,2666.0,490795.0
1997-04-18,4013.0,2561.0,493544.0
1997-04-19,5581.0,2581.0,499390.0
1997-04-20,6386.0,2434.0,507193.0
1997-04-21,5628.0,2617.0,513048.0
1997-04-22,5903.0,2325.0,520079.0
1997-04-23,6231.0,2394.0,527661.0
1997-04-24,5236.0,2430.0,533172.0
1997-04-25,4685.0,2662.0,536964.0
1997-04-26,4298.0,2682.0,540037.0
1997-04-27,4331.0,2838.0,542861.0
1997-04-28,4877.0,2803.0,546869.0
1997-04-29,4159.0,2486.0,550137.0
1997-04-30,3904.0,2467.0,552988.0
1997-05-01,3986.0,2480.0,555863.0
1997-05-02,3648.0,2426.0,558146.0
1997-05-03,3216.0,2468.0,559499.0
1997-05-04,3818.0,2814.0,561360.0
1997-05-05,4378.0,2798.0,564347.0
1997-05-06,3850.0,2663.0,566565.0
1997-05-07,3782.0,2503.0,568954.0
1997-05-08,4047.0,2547.0,571787.0
1997-05-09,3855.0,2707.0,573938.0
1997-05-10,4458.0,2523.0,577639.0
1997-05-11,4357.0,2629.0,580930.0
1997-05-12,4379.0,2688.0,584141.0
1997-05-13,4418.0,2496.0,587792.0
1997-05-14,4556.0,2451.0,591817.0
1997-05-15,4542.0,2751.0,595230.0
1997-05-16,4241.0,2504.0,598489.0
1997-05-17,4535.0,2154.0,602989.0
1997-05-18,4896.0,2279.0,607956.0
1997-05-19,4226.0,2415.0,611337.0
1997-05-20,3887.0,2667.0,613561.0
1997-05-21,3760.0,2662.0,615533.0
1997-05-22,3342.0,3211.0,615622.0
1997-05-23,3738.0,3064.0,616788.0
1997-05-24,3279.0,2544.0,618223.0
1997-05-25,3537.0,2615.0,619926.0
1997-05-26,3222.0,2644.0,620912.0
1997-05-27,3067.0,2694.0,621540.0
1997-05-28,2813.0,2690.0,621630.0
1997-05-29,3545.0,2657.0,623248.0
1997-05-30,3219.5,2676.72,623300.0
1997-05-31,2894.0,2740.0,623429.0
1997-06-01,3291.0,3462.0,622887.0
1997-06-02,3134.0,3277.0,622437.0
1997-06-03,3278.0,3197.0,622437.0
1997-06-04,3818.0,3145.0,623610.0
1997-06-05,6408.0,2764.0,630747.0
1997-06-06,5825.0,2705.0,636749.0
1997-06-07,4769.0,2181.0,641671.0
1997-06-08,3769.0,2148.0,644697.0
1997-06-09,3220.0,2524.0,645890.0
1997-06-10,3912.0,2717.0,648091.0
1997-06-11,2528.0,3179.0,646624.0
1997-06-12,2695.0,3211.0,645431.0
1997-06-13,1934.0,2992.0,643230.0
1997-06-14,2423.0,3090.0,641763.0
1997-06-15,2074.0,3281.0,639206.0
1997-06-16,2886.0,3263.0,638296.0
1997-06-17,3102.0,3332.0,637659.0
1997-06-18,2450.0,2809.0,636749.0
1997-06-19,2452.0,2606.0,636202.0
1997-06-20,2673.0,2366.0,636567.0
1997-06-21,1888.0,2115.0,635929.0
1997-06-22,2155.0,2131.0,635747.0
1997-06-23,2122.0,2264.0,635292.0
1997-06-24,2423.0,2219.0,635474.0
1997-06-25,2205.0,3240.0,633199.0
1997-06-26,2105.0,3184.0,630838.0
1997-06-27,1337.0,3239.0,626862.0
1997-06-28,1543.0,3178.0,623429.0
1997-06-29,1028.0,3427.0,618492.0
1997-06-30,1474.0,3244.0,614816.0
1997-07-01,1610.0,3161.0,611604.0
1997-07-02,1566.0,3316.0,607956.0
1997-07-03,1662.0,3083.0,604932.0
1997-07-04,1964.0,2879.0,602901.0
1997-07-05,1562.0,2779.0,600254.0
1997-07-06,1788.0,3082.0,597518.0
1997-07-07,1755.0,2888.0,595055.0
1997-07-08,2520.0,2409.0,595055.0
1997-07-09,2102.0,2432.0,594180.0
1997-07-10,1990.0,2450.0,593042.0
1997-07-11,1777.0,2395.0,591642.0
1997-07-12,1921.0,2566.0,590154.0
1997-07-13,1794.0,2404.0,588754.0
1997-07-14,1925.0,2541.0,587354.0
1997-07-15,2242.0,2576.0,586485.0
1997-07-16,1983.0,2494.0,585270.0
1997-07-17,1212.0,2370.0,582840.0
1997-07-18,2106.0,2588.0,581624.0
1997-07-19,2219.0,2369.0,581017.0
1997-07-20,1093.0,2380.0,578242.0
1997-07-21,2020.0,2130.0,577812.0
1997-07-22,2010.0,2815.0,576004.0
1997-07-23,1503.0,2389.0,574024.0
1997-07-24,1949.0,2421.0,572991.0
1997-07-25,1881.0,2235.0,572131.0
1997-07-26,2024.0,1978.0,572045.0
1997-07-27,1638.0,2229.0,570668.0
1997-07-28,1582.0,2182.0,569296.0
1997-07-29,1906.0,2248.0,568442.0
1997-07-30,1968.0,2180.0,567845.0
1997-07-31,1495.0,2313.0,566053.0
1997-08-01,1903.0,2324.0,565029.0
1997-08-02,1812.0,2314.0,563835.0
1997-08-03,1656.0,2282.0,562384.0
1997-08-04,1984.0,2266.0,561616.0
1997-08-05,2186.0,2377.0,561022.0
1997-08-06,2275.0,2210.0,560937.0
1997-08-07,2177.0,2035.0,561022.0
1997-08-08,1989.0,2168.0,560430.0
1997-08-09,1771.0,2135.0,559499.0
1997-08-10,1642.0,2330.0,557977.0
1997-08-11,1493.0,2317.0,556201.0
1997-08-12,1929.0,2373.0,555186.0
1997-08-13,1988.0,2242.0,554510.0
1997-08-14,1940.0,2242.0,553749.0
1997-08-15,1681.0,2319.0,552316.0
1997-08-16,1722.0,2195.0,551227.0
1997-08-17,1641.0,2539.0,549299.0
1997-08-18,1599.0,2469.0,547455.0
1997-08-19,1542.0,2320.0,545779.0
1997-08-20,1878.0,2064.0,545360.0
1997-08-21,1938.0,2192.0,544773.0
1997-08-22,2257.0,2184.0,544773.0
1997-08-23,2051.0,2225.0,544273.0
1997-08-24,2061.0,2193.0,543941.0
1997-08-25,2316.0,2251.0,543941.0
1997-08-26,2752.0,2349.0,544606.0
1997-08-27,2660.0,2342.0,545109.0
1997-08-28,2375.0,2224.0,545276.0
1997-08-29,2552.0,2234.0,545779.0
1997-08-30,2380.0,2226.0,545947.0
1997-08-31,2087.0,2009.0,545947.0
1997-09-01,2461.0,2137.0,546450.0
1997-09-02,2725.0,2227.0,547288.0
1997-09-03,2652.0,2030.0,548377.0
1997-09-04,2676.0,2096.0,549383.0
1997-09-05,2496.0,2113.0,549970.0
1997-09-06,2125.0,2043.0,549970.0
1997-09-07,2373.0,1953.0,550640.0
1997-09-08,2401.0,2119.0,551059.0
1997-09-09,2567.0,1990.0,552065.0
1997-09-10,2867.0,1899.0,553833.0
1997-09-11,2362.0,2004.0,554425.0
1997-09-12,2565.0,1906.0,555609.0
1997-09-13,2625.0,1886.0,556962.0
1997-09-14,2010.0,2121.0,556624.0
1997-09-15,1932.0,1219.0,557977.0
1997-09-16,2428.0,1268.0,560176.0
1997-09-17,2229.0,1133.0,562213.0
1997-09-18,1877.0,905.0,564005.0
1997-09-19,1782.0,821.0,565797.0
1997-09-20,2054.0,2008.0,565712.0
1997-09-21,1407.0,2056.0,564261.0
1997-09-22,1587.0,1952.0,563408.0
1997-09-23,1679.0,1734.0,563152.0
1997-09-24,1821.0,2071.0,562469.0
1997-09-25,1697.0,1964.0,561787.0
1997-09-26,1160.0,1898.0,560176.0
