,inflow_cfs,outflow_cfs,storage_af
2010-01-02,1385.0,1963.0,261357.0
2010-01-03,1354.0,1975.0,260115.0
2010-01-04,1006.0,1781.0,258568.0
2010-01-05,1546.0,1721.0,258207.0
2010-01-06,935.0,1739.0,256608.0
2010-01-07,884.0,1681.0,255022.0
2010-01-08,974.0,1691.0,253599.0
2010-01-09,1163.0,1650.0,252633.0
2010-01-10,1349.0,1730.0,251871.0
2010-01-11,1096.0,1707.0,250654.0
2010-01-12,1461.0,1714.0,250153.0
2010-01-13,2703.0,1779.0,251972.0
2010-01-14,2688.0,1553.0,254209.0
2010-01-15,2170.0,1550.0,255429.0
2010-01-16,2180.0,1659.0,256453.0
2010-01-17,2024.0,1577.0,257330.0
2010-01-18,2971.0,1645.0,259960.0
2010-01-19,4498.0,1470.0,265960.0
2010-01-20,5119.0,1394.0,273293.0
2010-01-21,5321.0,1642.0,280483.0
2010-01-22,4918.0,1618.0,287018.0
2010-01-23,3827.0,1363.0,291865.0
2010-01-24,3053.0,1347.0,295237.0
2010-01-25,3107.0,1734.0,297953.0
2010-01-26,4434.0,1379.0,304012.0
2010-01-27,4264.0,2014.0,308470.0
2010-01-28,3543.0,1684.0,312145.0
2010-01-29,3266.0,1511.0,315614.0
2010-01-30,3270.0,1414.0,319291.0
2010-01-31,2815.0,1611.0,321671.0
2010-02-01,3075.0,1428.0,324914.0
2010-02-02,2772.0,1703.0,327023.0
2010-02-03,2784.0,1742.0,329078.0
2010-02-04,2696.0,1981.0,330481.0
2010-02-05,3057.0,1272.0,334018.0
2010-02-06,3499.0,1553.0,337837.0
2010-02-07,3010.0,1541.0,340738.0
2010-02-08,2900.0,1761.0,342985.0
2010-02-09,3341.0,1540.0,346546.0
2010-02-10,3216.0,1873.0,349193.0
2010-02-11,2966.0,1683.0,351720.0
2010-02-12,2919.0,1599.0,354321.0
2010-02-13,2289.0,1376.0,356110.0
2010-02-14,2327.0,1801.0,357132.0
2010-02-15,2271.0,1547.0,358538.0
2010-02-16,2368.0,1779.0,359688.0
2010-02-17,2510.0,1490.0,361689.0
2010-02-18,2654.0,1829.0,363304.0
2010-02-19,2653.0,1339.0,365888.0
2010-02-20,2860.0,1464.0,368628.0
2010-02-21,2570.0,1339.0,371044.0
2010-02-22,2487.0,1413.0,373138.0
2010-02-23,2593.0,1743.0,374789.0
2010-02-24,3816.0,1415.0,379544.0
2010-02-25,4999.0,1354.0,386764.0
2010-02-26,4302.0,1235.0,392847.0
2010-02-27,8949.0,1448.0,407725.0
2010-02-28,6699.0,1188.0,418632.0
2010-03-01,5113.0,1322.0,426128.0
2010-03-02,4118.0,1484.0,431323.0
2010-03-03,5379.0,1445.0,439116.0
2010-03-04,5627.0,1236.0,447816.0
2010-03-05,4523.0,1270.0,454229.0
2010-03-06,3484.0,1087.0,458958.0
2010-03-07,3560.0,1680.0,462661.0
2010-03-08,3262.0,1370.0,466378.0
2010-03-09,3318.0,1412.0,470117.0
2010-03-10,3168.0,1491.0,473408.0
2010-03-11,3026.0,1392.0,476644.0
2010-03-12,3213.0,1248.0,480499.0
2010-03-13,4327.0,1264.0,486568.0
2010-03-14,3844.0,1203.0,491738.0
2010-03-15,3447.0,1530.0,495508.0
2010-03-16,3318.0,1140.0,499787.0
2010-03-17,3348.0,1602.0,503196.0
2010-03-18,3420.0,1179.0,507593.0
2010-03-19,3294.0,1109.0,511836.0
2010-03-20,3266.0,1029.0,516198.0
2010-03-21,3229.0,1242.0,520079.0
2010-03-22,3227.0,1145.0,524155.0
2010-03-23,3397.0,1300.0,528234.0
2010-03-24,3033.0,1248.0,531691.0
2010-03-25,2947.0,1215.0,535065.0
2010-03-26,3220.0,1184.0,539041.0
2010-03-27,2659.0,1202.0,541864.0
2010-03-28,2528.0,1321.0,544190.0
2010-03-29,2863.0,1136.0,547539.0
2010-03-30,4598.0,1189.0,554256.0
2010-03-31,5112.0,1158.0,562043.0
2010-04-01,4299.0,1222.0,568101.0
2010-04-02,3762.0,1230.0,573078.0
2010-04-03,4086.0,1204.0,578760.0
2010-04-04,4017.0,1243.0,584228.0
2010-04-05,4810.0,1140.0,591467.0
2010-04-06,4875.0,1166.0,598754.0
2010-04-07,4220.0,1160.0,604754.0
2010-04-08,4260.0,1225.0,610714.0
2010-04-09,4759.0,1329.0,617416.0
2010-04-10,5215.0,1313.0,625055.0
2010-04-11,5596.0,1322.0,633472.0
2010-04-12,7232.0,1240.0,645340.0
2010-04-13,6446.0,1200.0,655746.0
2010-04-14,6156.0,1313.0,665308.0
2010-04-15,5851.0,1493.0,673908.0
2010-04-16,5568.0,1731.0,681432.0
2010-04-17,4814.0,1820.0,687284.0
2010-04-18,5148.0,1894.0,693652.0
2010-04-19,5895.0,1799.0,701670.0
2010-04-20,7569.0,2245.0,712141.0
2010-04-21,7808.0,1658.0,724334.0
2010-04-22,7045.0,1832.0,734669.0
2010-04-23,5989.0,1965.0,742619.0
2010-04-24,6252.0,2040.0,750903.0
2010-04-25,5981.0,1887.0,758932.0
2010-04-26,6736.0,2094.0,768001.0
2010-04-27,8897.0,2656.0,780248.0
2010-04-28,11311.0,2522.0,797676.0
2010-04-29,9864.0,2689.0,811902.0
2010-04-30,8264.0,2495.0,823244.0
2010-05-01,6755.0,3777.0,829047.0
2010-05-02,6338.0,3771.0,834035.0
2010-05-03,6955.0,3738.0,840396.0
2010-05-04,7183.0,3790.0,846981.0
2010-05-05,7692.0,4177.0,853815.0
2010-05-06,7010.0,5350.0,856969.0
2010-05-07,6825.0,5410.0,859610.0
2010-05-08,6432.0,5449.0,861407.0
2010-05-09,6152.0,5598.0,862359.0
2010-05-10,6883.0,5145.0,865742.0
2010-05-11,6191.0,5420.0,867222.0
2010-05-12,5966.0,5272.0,868599.0
2010-05-13,5876.0,5170.0,869875.0
2010-05-14,5307.0,5722.0,868918.0
2010-05-15,6131.0,5425.0,870194.0
2010-05-16,6546.0,5304.0,872532.0
2010-05-17,6817.0,5361.0,875296.0
2010-05-18,6837.0,5465.0,877953.0
2010-05-19,6888.0,5077.0,881476.0
2010-05-20,6997.0,5356.0,884682.0
2010-05-21,6816.0,5524.0,887140.0
2010-05-22,5834.0,5243.0,888208.0
2010-05-23,5350.0,5407.0,887995.0
2010-05-24,5072.0,5378.0,887247.0
2010-05-25,5340.0,5398.0,887033.0
2010-05-26,5401.0,5161.0,887460.0
2010-05-27,7471.0,4878.0,892499.0
2010-05-28,8391.0,5713.0,897656.0
2010-05-29,6871.0,5053.0,901099.0
2010-05-30,6394.0,5516.0,902719.0
2010-05-31,6671.0,5260.0,905419.0
2010-06-01,6819.0,5458.0,908012.0
2010-06-02,7516.0,5276.0,912340.0
2010-06-03,7975.0,5385.0,917334.0
2010-06-04,8773.0,5411.0,923860.0
2010-06-05,8499.0,5737.0,929209.0
2010-06-06,9957.0,5345.0,938190.0
2010-06-07,9926.0,7293.0,943348.0
2010-06-08,8852.0,8598.0,943787.0
2010-06-09,8710.0,8567.0,943898.0
2010-06-10,9176.0,8533.0,945001.0
2010-06-11,7789.0,8487.0,943458.0
2010-06-12,7771.0,8311.0,942141.0
2010-06-13,7659.0,8048.0,941153.0
2010-06-14,7607.0,8667.0,938848.0
2010-06-15,6601.0,8432.0,935007.0
2010-06-16,6251.0,7700.0,931938.0
2010-06-17,6255.0,6377.0,931501.0
2010-06-18,5841.0,6029.0,930955.0
2010-06-19,5279.0,5621.0,930082.0
2010-06-20,4980.0,5337.0,929209.0
2010-06-21,5031.0,5292.0,928554.0
2010-06-22,5168.0,5415.0,927899.0
2010-06-23,4703.0,5280.0,926589.0
2010-06-24,4825.0,4302.0,927462.0
2010-06-25,4360.0,4438.0,927135.0
2010-06-26,4293.0,4506.0,926698.0
2010-06-27,3982.0,4452.0,925607.0
2010-06-28,4299.0,4429.0,925170.0
2010-06-29,4456.0,4839.0,924188.0
2010-06-30,4056.0,4502.0,923096.0
2010-07-01,3798.0,4572.0,921352.0
2010-07-02,3457.0,4622.0,918854.0
2010-07-03,3366.0,4447.0,916574.0
2010-07-04,3175.0,4552.0,913643.0
2010-07-05,2904.0,4383.0,910496.0
2010-07-06,2688.0,4530.0,906608.0
2010-07-07,2373.0,4527.0,902179.0
2010-07-08,2206.0,4336.0,897764.0
2010-07-09,1996.0,4297.0,893144.0
2010-07-10,1821.0,4501.0,887674.0
2010-07-11,1914.0,4617.0,882117.0
2010-07-12,1856.0,4600.0,876465.0
2010-07-13,1744.0,4797.0,870194.0
2010-07-14,1783.0,4465.0,864685.0
2010-07-15,2145.0,4396.0,860033.0
2010-07-16,1931.0,4636.0,854446.0
2010-07-17,1782.0,4590.0,848663.0
2010-07-18,2000.0,4533.0,843427.0
2010-07-19,1129.0,4664.0,836217.0
2010-07-20,2098.0,4670.0,830917.0
2010-07-21,1512.0,4461.0,824897.0
2010-07-22,1457.0,5180.0,817355.0
2010-07-23,1800.0,5144.0,810567.0
2010-07-24,1526.0,5065.0,803392.0
2010-07-25,1229.0,5142.0,795430.0
2010-07-26,1267.0,5052.0,787722.0
2010-07-27,1830.0,5000.0,781256.0
2010-07-28,1325.0,4798.0,774208.0
2010-07-29,1800.0,5051.0,767601.0
2010-07-30,1712.0,4997.0,760921.0
2010-07-31,1575.0,5141.0,753671.0
2010-08-01,1849.0,4754.0,747741.0
2010-08-02,1424.0,4572.0,741342.0
2010-08-03,1541.0,4483.0,735352.0
2010-08-04,1644.0,4173.0,730181.0
2010-08-05,1994.0,4072.0,725887.0
2010-08-06,1684.0,3914.0,721328.0
2010-08-07,1712.0,3887.0,716868.0
2010-08-08,1322.0,3634.0,712141.0
2010-08-09,1113.0,3624.0,707034.0
2010-08-10,1662.0,3144.0,703967.0
2010-08-11,1306.0,2970.0,700522.0
2010-08-12,1183.0,3053.0,696694.0
2010-08-13,1420.0,3091.0,693272.0
2010-08-14,1485.0,2904.0,690326.0
2010-08-15,1160.0,2856.0,686812.0
2010-08-16,1108.0,3130.0,682659.0
2010-08-17,1573.0,2786.0,680110.0
2010-08-18,1760.0,2478.0,678506.0
2010-08-19,1519.0,2353.0,676720.0
2010-08-20,1672.0,2356.0,675221.0
2010-08-21,1704.0,2332.0,673815.0
2010-08-22,1230.0,2344.0,671471.0
2010-08-23,916.0,2319.0,668566.0
2010-08-24,1549.0,2092.0,667355.0
2010-08-25,2384.0,2244.0,667448.0
2010-08-26,1557.0,2027.0,666331.0
2010-08-27,1160.0,2071.0,664377.0
2010-08-28,1426.0,2243.0,662609.0
2010-08-29,1084.0,2117.0,660468.0
2010-08-30,1154.0,2206.0,658241.0
2010-08-31,1252.0,2079.0,656485.0
2010-09-01,1463.0,2184.0,654915.0
2010-09-02,1287.0,2092.0,653159.0
2010-09-03,1568.0,2187.0,651773.0
2010-09-04,1497.0,2293.0,650017.0
2010-09-05,1335.0,1813.0,648916.0
2010-09-06,1477.0,2233.0,647265.0
2010-09-07,1214.0,2207.0,645156.0
2010-09-08,1165.0,1930.0,643505.0
2010-09-09,1258.0,1890.0,642130.0
2010-09-10,1340.0,2034.0,640663.0
2010-09-11,1961.0,1678.0,641121.0
2010-09-12,1252.0,1737.0,640026.0
2010-09-13,1132.0,1983.0,638205.0
2010-09-14,1194.0,1876.0,636749.0
2010-09-15,1236.0,1785.0,635565.0
2010-09-16,1732.0,1631.0,635656.0
2010-09-17,1664.0,1927.0,635019.0
2010-09-18,1754.0,1752.0,634928.0
2010-09-19,1193.0,1882.0,633472.0
2010-09-20,1095.0,1989.0,631651.0
2010-09-21,1704.0,1796.0,631380.0
2010-09-22,1664.0,1804.0,631019.0
2010-09-23,1506.0,1744.0,630476.0
2010-09-24,1354.0,1767.0,629573.0
2010-09-25,1635.0,1763.0,629212.0
2010-09-26,1435.0,2071.0,627856.0
2010-09-27,1302.0,1780.0,626772.0
2010-09-28,1429.0,1688.0,626140.0
2010-09-29,1451.0,1877.0,625146.0
2010-09-30,1510.0,1897.0,624242.0
2010-10-01,1334.0,1909.0,622977.0
2010-10-02,1385.0,1784.0,622078.0
2010-10-03,1246.0,1873.0,620733.0
2010-10-04,1230.0,1812.0,619478.0
2010-10-05,1019.0,1791.0,617864.0
2010-10-06,1014.0,1795.0,616250.0
2010-10-07,965.0,1785.0,614547.0
2010-10-08,1438.0,1896.0,613561.0
2010-10-09,1479.0,1895.0,612671.0
2010-10-10,1303.0,1937.0,611337.0
2010-10-11,1083.0,1809.0,609825.0
2010-10-12,865.0,1799.0,607868.0
2010-10-13,782.0,1719.0,605910.0
2010-10-14,891.0,1780.0,604048.0
2010-10-15,1044.0,1839.0,602372.0
2010-10-16,1115.0,1872.0,600783.0
2010-10-17,1004.0,1835.0,599018.0
2010-10-18,670.0,1780.0,596724.0
2010-10-19,436.0,1833.0,593917.0
2010-10-20,590.0,1758.0,591555.0
2010-10-21,505.0,1765.0,589017.0
2010-10-22,778.0,1717.0,587092.0
2010-10-23,1014.0,1647.0,585790.0
2010-10-24,4353.0,1712.0,591029.0
2010-10-25,10360.0,1512.0,608579.0
2010-10-26,3000.0,1230.0,612049.0
2010-10-27,1276.0,1883.0,610803.0
2010-10-28,1015.0,2109.0,608579.0
2010-10-29,969.0,2249.0,605999.0
2010-10-30,1070.0,2006.0,604136.0
2010-10-31,1171.0,2313.0,601842.0
2010-11-01,862.0,2173.0,599195.0
2010-11-02,846.0,2121.0,596636.0
2010-11-03,914.0,1961.0,594530.0
2010-11-04,875.0,2180.0,591905.0
2010-11-05,747.0,2404.0,588579.0
2010-11-06,1017.0,2359.0,585877.0
2010-11-07,1390.0,2017.0,584575.0
2010-11-08,2183.0,2472.0,583968.0
2010-11-09,1686.0,2238.0,582840.0
2010-11-10,1312.0,2219.0,581017.0
2010-11-11,1253.0,2239.0,579021.0
2010-11-12,1663.0,2206.0,577898.0
2010-11-13,1865.0,2195.0,577209.0
2010-11-14,1581.0,2088.0,576176.0
2010-11-15,1838.0,2301.0,575229.0
2010-11-16,1814.0,2448.0,573938.0
2010-11-17,2049.0,2159.0,573680.0
2010-11-18,1776.0,2326.0,572561.0
2010-11-19,2573.0,2298.0,573078.0
2010-11-20,2991.0,2037.0,574971.0
2010-11-21,3423.0,1992.0,577725.0
2010-11-22,2707.0,2310.0,578500.0
2010-11-23,4705.0,3961.0,579975.0
2010-11-24,4282.0,3963.0,580583.0
2010-11-25,2580.0,4052.0,577639.0
2010-11-26,2144.0,4085.0,573766.0
2010-11-27,3138.0,4127.0,571787.0
2010-11-28,2975.0,4489.0,568784.0
2010-11-29,2727.0,7143.0,560007.0
2010-11-30,2381.0,7177.0,550473.0
2010-12-01,2309.0,5132.0,544857.0
2010-12-02,2390.0,4265.0,541117.0
2010-12-03,2447.0,5498.0,535065.0
2010-12-04,3123.0,7020.0,527335.0
2010-12-05,3759.0,6924.0,521057.0
2010-12-06,6565.0,3976.0,526193.0
2010-12-07,6163.0,3372.0,531691.0
2010-12-08,4462.0,3915.0,532760.0
2010-12-09,4554.0,5754.0,530374.0
2010-12-10,6824.0,7195.0,529633.0
2010-12-11,8824.0,6951.0,533337.0
2010-12-12,6888.0,4174.0,538709.0
2010-12-13,6075.0,6402.0,538044.0
2010-12-14,7603.0,14885.0,523584.0
2010-12-15,13278.0,18668.0,512886.0
2010-12-16,9324.0,30719.0,470423.0
2010-12-17,8366.0,25914.0,435602.0
2010-12-18,28411.0,20677.0,450937.0
2010-12-19,42719.0,20681.0,494644.0
2010-12-20,29563.0,20624.0,512240.0
2010-12-21,16083.0,22161.0,500104.0
2010-12-22,13357.0,20192.0,486490.0
2010-12-23,11221.0,16509.0,475950.0
2010-12-24,9592.0,15853.0,463492.0
2010-12-25,8847.0,15914.0,449445.0
2010-12-26,10996.0,16056.0,439336.0
2010-12-27,9463.0,14681.0,428933.0
2010-12-28,9249.0,13080.0,421330.0
2010-12-29,25280.0,13231.0,445225.0
2010-12-30,14324.0,13189.0,447446.0
2010-12-31,10479.0,13042.0,442338.0
2011-01-01,9429.0,13005.0,435235.0
2011-01-02,9916.0,12911.0,429295.0
2011-01-03,8655.0,11768.0,423120.0
2011-01-04,7733.0,10871.0,416862.0
2011-01-05,6802.0,9032.0,412415.0
2011-01-06,6720.0,7454.0,410945.0
2011-01-07,5850.0,6725.0,409195.0
2011-01-08,5786.0,5960.0,408845.0
2011-01-09,5359.0,5423.0,408705.0
2011-01-10,5541.0,5536.0,408705.0
2011-01-11,5317.0,4747.0,409825.0
2011-01-12,5095.0,4528.0,410945.0
2011-01-13,5405.0,3955.0,413817.0
2011-01-14,4923.0,3388.0,416862.0
2011-01-15,4891.0,2920.0,420757.0
2011-01-16,4971.0,2908.0,424839.0
2011-01-17,5771.0,2940.0,430454.0
2011-01-18,5588.0,2919.0,435748.0
2011-01-19,5417.0,3013.0,440507.0
2011-01-20,5057.0,2818.0,444928.0
2011-01-21,4168.0,2441.0,448334.0
2011-01-22,4198.0,2689.0,451311.0
2011-01-23,4435.0,2732.0,454678.0
2011-01-24,4343.0,2672.0,457976.0
2011-01-25,3797.0,2646.0,460243.0
2011-01-26,3921.0,2618.0,462812.0
2011-01-27,4457.0,2612.0,466455.0
2011-01-28,4405.0,2666.0,469888.0
2011-01-29,3916.0,2677.0,472330.0
2011-01-30,4769.0,2659.0,476490.0
2011-01-31,4199.0,2674.0,479495.0
2011-02-01,3233.0,2677.0,480577.0
2011-02-02,2762.0,2657.0,480733.0
2011-02-03,2566.0,2710.0,480421.0
2011-02-04,2904.0,2695.0,480810.0
2011-02-05,3503.0,2828.0,482133.0
2011-02-06,3441.0,2717.0,483533.0
2011-02-07,3368.0,2714.0,484778.0
2011-02-08,3732.0,2662.0,486801.0
2011-02-09,4003.0,2649.0,489460.0
2011-02-10,4066.0,2661.0,492209.0
2011-02-11,3940.0,2693.0,494644.0
2011-02-12,3788.0,2653.0,496853.0
2011-02-13,3397.0,2734.0,498121.0
2011-02-14,3336.0,2632.0,499469.0
2011-02-15,4185.0,2666.0,502482.0
2011-02-16,6147.0,2631.0,509434.0
2011-02-17,6962.0,2615.0,518057.0
2011-02-18,7875.0,2484.0,528728.0
2011-02-19,10242.0,2363.0,544356.0
2011-02-20,7291.0,2411.0,554002.0
2011-02-21,5999.0,2531.0,560853.0
2011-02-22,5091.0,2670.0,565627.0
2011-02-23,4557.0,2605.0,569466.0
2011-02-24,4096.0,2657.0,572303.0
2011-02-25,10926.0,2623.0,588754.0
2011-02-26,7546.0,2579.0,598577.0
2011-02-27,6440.0,2587.0,606177.0
2011-02-28,6166.0,2470.0,613472.0
2011-03-01,5349.0,3973.0,616160.0
2011-03-02,5385.0,7930.0,611070.0
2011-03-03,8183.0,7728.0,611960.0
2011-03-04,8632.0,6804.0,615533.0
2011-03-05,7423.0,6233.0,617864.0
2011-03-06,7970.0,6246.0,621271.0
2011-03-07,13802.0,5996.0,636749.0
2011-03-08,10435.0,6129.0,645248.0
2011-03-09,9017.0,6365.0,650479.0
2011-03-10,8931.0,6121.0,656023.0
2011-03-11,8804.0,6369.0,660840.0
2011-03-12,8374.0,7601.0,662329.0
2011-03-13,8968.0,8233.0,663725.0
2011-03-14,14561.0,9947.0,672877.0
2011-03-15,18334.0,16822.0,675877.0
2011-03-16,41973.0,20916.0,717643.0
2011-03-17,22866.0,24409.0,714550.0
2011-03-18,16800.0,23944.0,700330.0
2011-03-19,17065.0,23438.0,687664.0
2011-03-20,18593.0,23150.0,678600.0
2011-03-21,16432.0,23315.0,664935.0
2011-03-22,13665.0,21547.0,649283.0
2011-03-23,13602.0,19368.0,637841.0
2011-03-24,20777.0,19216.0,640937.0
2011-03-25,20173.0,19372.0,642496.0
2011-03-26,21127.0,19497.0,645706.0
2011-03-27,17913.0,19316.0,642863.0
2011-03-28,14265.0,17917.0,635565.0
2011-03-29,12762.0,15109.0,630838.0
2011-03-30,11659.0,12215.0,629663.0
2011-03-31,12748.0,10195.0,634655.0
2011-04-01,14403.0,9626.0,644056.0
2011-04-02,15592.0,9888.0,655284.0
2011-04-03,15769.0,9871.0,666890.0
2011-04-04,13963.0,9908.0,674846.0
2011-04-05,13654.0,9769.0,682470.0
2011-04-06,13267.0,9559.0,689755.0
2011-04-07,12687.0,9755.0,695458.0
2011-04-08,11754.0,9491.0,699852.0
2011-04-09,10541.0,9576.0,701670.0
2011-04-10,9338.0,9635.0,701000.0
2011-04-11,9305.0,9701.0,700139.0
2011-04-12,9030.0,9951.0,698225.0
2011-04-13,8938.0,9669.0,696694.0
2011-04-14,8901.0,9658.0,695173.0
2011-04-15,8593.0,9567.0,693177.0
2011-04-16,8443.0,9175.0,691656.0
2011-04-17,8692.0,9082.0,690801.0
2011-04-18,10903.0,9083.0,694318.0
2011-04-19,11342.0,8928.0,699086.0
2011-04-20,11253.0,9004.0,703489.0
2011-04-21,12700.0,8824.0,711081.0
2011-04-22,12141.0,8878.0,717547.0
2011-04-23,10619.0,8776.0,721134.0
2011-04-24,10651.0,8806.0,724722.0
2011-04-25,12087.0,8856.0,731059.0
2011-04-26,10955.0,8788.0,735352.0
2011-04-27,10277.0,8148.0,739574.0
2011-04-28,10037.0,8057.0,743404.0
2011-04-29,10287.0,7879.0,748037.0
2011-04-30,9101.0,7749.0,750607.0
2011-05-01,9185.0,7788.0,753176.0
2011-05-02,8866.0,7803.0,755153.0
2011-05-03,9584.0,7803.0,758534.0
2011-05-04,10242.0,7817.0,763208.0
2011-05-05,10630.0,7992.0,768302.0
2011-05-06,11634.0,7861.0,775613.0
2011-05-07,12018.0,7074.0,785287.0
2011-05-08,11898.0,6740.0,795430.0
2011-05-09,10412.0,7047.0,802065.0
2011-05-10,8660.0,7662.0,804004.0
2011-05-11,9201.0,7744.0,806767.0
2011-05-12,9142.0,7074.0,810773.0
2011-05-13,9453.0,7075.0,815394.0
2011-05-14,9952.0,7211.0,820764.0
2011-05-15,10263.0,7189.0,826657.0
2011-05-16,8459.0,7209.0,829047.0
2011-05-17,8422.0,7224.0,831333.0
2011-05-18,9345.0,7302.0,835386.0
2011-05-19,8174.0,7135.0,837365.0
2011-05-20,7774.0,6974.0,838828.0
2011-05-21,8228.0,7154.0,840814.0
2011-05-22,8727.0,7175.0,843741.0
2011-05-23,8805.0,7261.0,846667.0
2011-05-24,8492.0,7260.0,848979.0
2011-05-25,8912.0,6673.0,853289.0
2011-05-26,8297.0,5587.0,858658.0
2011-05-27,7726.0,5274.0,863416.0
2011-05-28,7208.0,4824.0,868068.0
2011-05-29,6953.0,4966.0,872001.0
2011-05-30,7079.0,4954.0,876146.0
2011-05-31,7015.0,4976.0,880086.0
2011-06-01,7051.0,4954.0,884147.0
2011-06-02,6958.0,5927.0,886178.0
2011-06-03,6691.0,7141.0,885216.0
2011-06-04,6951.0,7239.0,884575.0
2011-06-05,7461.0,7235.0,885002.0
2011-06-06,10169.0,7237.0,890781.0
2011-06-07,10406.0,7842.0,895830.0
2011-06-08,9354.0,9004.0,896474.0
2011-06-09,10393.0,8923.0,899268.0
2011-06-10,11008.0,9813.0,901639.0
2011-06-11,11261.0,10444.0,903259.0
2011-06-12,11628.0,10430.0,905636.0
2011-06-13,11212.0,10014.0,908012.0
2011-06-14,12141.0,10123.0,912014.0
2011-06-15,12964.0,10774.0,916357.0
2011-06-16,13372.0,11894.0,919289.0
2011-06-17,12211.0,12211.0,919289.0
2011-06-18,11225.0,12156.0,917443.0
2011-06-19,11335.0,12321.0,915488.0
2011-06-20,11444.0,12922.0,912557.0
2011-06-21,11907.0,13654.0,909092.0
2011-06-22,12545.0,13688.0,906824.0
2011-06-23,12729.0,12566.0,907148.0
2011-06-24,11882.0,9703.0,911471.0
2011-06-25,10465.0,8002.0,916357.0
2011-06-26,9754.0,8002.0,919832.0
2011-06-27,9197.0,7992.0,922223.0
2011-06-28,9739.0,9299.0,923096.0
2011-06-29,12672.0,11076.0,926262.0
2011-06-30,12199.0,11098.0,928445.0
2011-07-01,10280.0,9015.0,930955.0
2011-07-02,9439.0,6124.0,937531.0
2011-07-03,9258.0,6159.0,943677.0
2011-07-04,9255.0,6084.0,949966.0
2011-07-05,9046.0,8990.0,950077.0
2011-07-06,7922.0,8590.0,948753.0
2011-07-07,7839.0,7515.0,949194.0
2011-07-08,7876.0,6223.0,952284.0
2011-07-09,7299.0,5708.0,955266.0
2011-07-10,6976.0,5640.0,957706.0
2011-07-11,6304.0,5325.0,959481.0
2011-07-12,5619.0,5028.0,960479.0
2011-07-13,4806.0,4666.0,960590.0
2011-07-14,4313.0,4251.0,960590.0
2011-07-15,4299.0,4394.0,960257.0
2011-07-16,4043.0,4861.0,958482.0
2011-07-17,3972.0,4499.0,957262.0
2011-07-18,3404.0,4505.0,954933.0
2011-07-19,3875.0,4566.0,953387.0
2011-07-20,4041.0,4625.0,952063.0
2011-07-21,4187.0,4426.0,951401.0
2011-07-22,3653.0,4526.0,949415.0
2011-07-23,3468.0,4712.0,946767.0
2011-07-24,3294.0,4365.0,944449.0
2011-07-25,3134.0,4255.0,942031.0
2011-07-26,3501.0,4081.0,940714.0
2011-07-27,3404.0,4150.0,939068.0
2011-07-28,3111.0,4013.0,937092.0
2011-07-29,3033.0,3654.0,935665.0
2011-07-30,3064.0,3582.0,934458.0
2011-07-31,2479.0,3560.0,932156.0
2011-08-01,2312.0,3442.0,929755.0
2011-08-02,2469.0,3927.0,926698.0
2011-08-03,2156.0,3548.0,923751.0
2011-08-04,2462.0,3705.0,921135.0
2011-08-05,2461.0,3480.0,918963.0
2011-08-06,2429.0,3776.0,916140.0
2011-08-07,2364.0,3533.0,913643.0
2011-08-08,2044.0,3548.0,910496.0
2011-08-09,2437.0,2626.0,909956.0
2011-08-10,2596.0,2238.0,910496.0
2011-08-11,2287.0,2847.0,909200.0
2011-08-12,2407.0,3678.0,906500.0
2011-08-13,2336.0,3616.0,903799.0
2011-08-14,1790.0,3491.0,900235.0
2011-08-15,2355.0,3722.0,897334.0
2011-08-16,2547.0,3754.0,894756.0
2011-08-17,2061.0,3868.0,890995.0
2011-08-18,2081.0,3576.0,887888.0
2011-08-19,1886.0,3748.0,884041.0
2011-08-20,2083.0,3575.0,880941.0
2011-08-21,2408.0,3633.0,878378.0
2011-08-22,2377.0,3592.0,875827.0
2011-08-23,1947.0,3706.0,872213.0
2011-08-24,2383.0,4131.0,868599.0
2011-08-25,2853.0,4312.0,865530.0
2011-08-26,2541.0,4059.0,862359.0
2011-08-27,2178.0,4444.0,857706.0
2011-08-28,2175.0,4000.0,853920.0
2011-08-29,1767.0,4185.0,848979.0
2011-08-30,1800.0,4150.0,844159.0
2011-08-31,2034.0,4385.0,839351.0
2011-09-01,2036.0,4228.0,834866.0
2011-09-02,2407.0,4224.0,831125.0
2011-09-03,2630.0,4078.0,828111.0
2011-09-04,2349.0,4207.0,824277.0
2011-09-05,1848.0,4110.0,819628.0
2011-09-06,1401.0,4206.0,813956.0
2011-09-07,2248.0,3968.0,810362.0
2011-09-08,2427.0,4523.0,806049.0
2011-09-09,2055.0,4295.0,801452.0
2011-09-10,2670.0,4236.0,798186.0
2011-09-11,2134.0,4230.0,793908.0
2011-09-12,1775.0,3504.0,790358.0
2011-09-13,2041.0,3050.0,788229.0
2011-09-14,2007.0,3375.0,785389.0
2011-09-15,2307.0,3250.0,783372.0
2011-09-16,2311.0,3314.0,781256.0
2011-09-17,1972.0,4097.0,776923.0
2011-09-18,1852.0,4019.0,772506.0
2011-09-19,2407.0,3306.0,770604.0
2011-09-20,2376.0,3164.0,768902.0
2011-09-21,1952.0,3214.0,766399.0
2011-09-22,2272.0,3209.0,764402.0
2011-09-23,2658.0,3481.0,762612.0
2011-09-24,2158.0,4341.0,758137.0
2011-09-25,1743.0,4165.0,753176.0
2011-09-26,2119.0,3182.0,751002.0
2011-09-27,2067.0,3167.0,748729.0
2011-09-28,2107.0,3354.0,746159.0
2011-09-29,2688.0,3424.0,744583.0
